Department,Category,Item Lookup Code,Description,Price
MEDS/DAILY CARE,,6.86751E+11,RHINO 777 PLATINUM 30K,50
MEDS/DAILY CARE,,6.98867E+12,FASHION MASK ,2.75
SUPPLEMENTS,,7.00729E+11,LUCKY NIGHT,52
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW PARCHMENT 30CMX1CM 6CT,26
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW ORGANIC SINGLE WIDE 50CT,25
SMOKE SUPPLIES,,081635108101,FUJIMA CHAMPANGE STOPPER ,20
SMOKE SUPPLIES,PIPES,#15 GLASS PIPE,#15 GLASS PIPE,16.5
PLASTIC/PAPER GOODS,,RE28,FOOD CONTAINER RE-28,21.25
AUTOMOTIVE,,8.96801E+11,SALT BAG 50LBS,7.5
FOOD & BEVERAGE,,6.04606E+11,BANDERILLA SPICY PEPINO 35CT,25
AUTOMOTIVE,,6.47056E+11,AIR FRESHNER 25CT,29.5
,,LD,CERAMIC CIG LARGE 100 CT,0
SMOKE SUPPLIES,,TANK DISPLAY,TANK DISPLAY,468
SMOKE SUPPLIES,LIGHTERS,8.53195E+11,EAGLE BUTANE GAS TORCH LIGHTER,35
FOOD & BEVERAGE,FOOD,038200061231,PICKLE IN POUCH JUMBO KOSHER,7.75
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW SINGLE WIDE CLASSIC 25CT,22
AUTOMOTIVE,,7.56546E+11,WINDSHIELD SQUEEGEE,1.75
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM ME014 3PARTS,2.75
SMOKE SUPPLIES,,7.56546E+11,GLOVES WITH BLACK PVC DOTS,9
SMOKE SUPPLIES,BUTANE,6.7698E+11,BBQ LIGHTER ,1.25
SUPPLEMENTS,,8.78115E+11,YELLOW HORNET BLISTER PK 24CT,18
FOOD & BEVERAGE,,6.04606E+11,BANDERILLA PINEAPPLE STICK35CT,25
SMOKE SUPPLIES,,081635107203,FUJIMA WINE STOPPER ,13.5
SMOKE SUPPLIES,LIGHTERS,8.11491E+11,SPECIAL BLUE CLASIC 70S,23
ELECTRONICS & ACCESSORIES,,025272222226,KING KONG MOJITO DELTA 10 8CT,145
FOOD & BEVERAGE,FOOD,038200061224,PICKLE IN POUCH JUMBO HOT,7.75
PLASTIC/PAPER GOODS,PLASTIC CUPS,BLUE16,BLUE CUP 16OZ 16CT,0.75
SMOKE SUPPLIES,,CBD PILLS DISPLAY 60 CT,CBD PILLS DISPLAY 60 CT,2.5
MEDS/DAILY CARE,,6.36228E+11,WINTER HATS 12PC,9
SMOKE SUPPLIES,,6.48658E+11,RANDYS KING SIZE WIRED PAPER,30
MEDS/DAILY CARE,,6.67743E+11,U CHECK PREGNANCY TEST 10PK,8
SMOKE SUPPLIES,,7.16165E+11,RAW ORG HEMP ROLLS 15FT 24CT,27
SMOKE SUPPLIES,,7.16165E+11,WIZ KHALIFA RAWCONE 1 1/4 32CT,36
SMOKE SUPPLIES,,7.16165E+11,RAW CONE LEAN ,39.5
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP MANGO 25CT,16.25
MEDS/DAILY CARE,,7.38102E+11,VALU GUARD BLUE GLOVES SMALL,4.5
ELECTRONICS & ACCESSORIES,,088168556188,HAPPY VALENTINE GLS ROSE4IN 24,14
SMOKE SUPPLIES,,097868124467,BLUNTLIFE DISPLAY 72CT,35
SMOKE SUPPLIES,,T928,TOP KING SIZE 200 FILTER /18 L,20
WRAPS/FILTERS/HEMP/CONES,,016165004197,ZEN MENTHOL FILTER TIP 200CT,1.1
WRAPS/FILTERS/HEMP/CONES,,016165004012,ZEN SUPERSLIM FILTER TIP 200CT,1.1
WRAPS/FILTERS/HEMP/CONES,,016165004210,ZEN REG MENTHOL FILTERTIP 200,1.1
WRAPS/FILTERS/HEMP/CONES,,016165008683,ZEN TUBES 1/250CT  100MM FF,3
SMOKE SUPPLIES,,6.52369E+11,GRINDER GR041-CGSW,6.5
SMOKE SUPPLIES,ASHTRAY,081635150162,FUJIMA HOOKAH CHARCOAL 40MM,8
SMOKE SUPPLIES,,8.02084E+11,CHARACOAL COCO ZEAL CUBES 18CT,3
SMOKE SUPPLIES,,081635160093,PUMPKIN HOOKAH HK09,9.5
WRAPS/FILTERS/HEMP/CONES,,6.4519E+11,FRONTO LEAF SWEET WOODS ,2.25
WRAPS/FILTERS/HEMP/CONES,,027200104871,BUGLAR CIGARETTE PAPER,22
WRAPS/FILTERS/HEMP/CONES,,HP18,OCB ORGANIC HAMP 11/4 W/TIPS,34
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,ELEMENTS ULTRA RICE PAPER 20CT,35
WRAPS/FILTERS/HEMP/CONES,,066619100470,PREMIER FILTER TIPS 18 MM,30
WRAPS/FILTERS/HEMP/CONES,,RW30,RAW 11/4 SLIM+PRE ROLLED TIP,32
MEDS/DAILY CARE,PILLS,6.55708E+11,TYLENOL EXTRA STRENGHT 25CT,11.75
SMOKE SUPPLIES,PIPES,X58350,8 BUBBLE WITH WRAP,8
FOOD & BEVERAGE,JUICE/MIXERS,023604701005,ZAS CHILI LIME 4OZ 12 CT.,2.5
CBD,,7.39601E+11,MYSTIC LAB COSMIC PEACH,45
SUPPLEMENTS,,6.63054E+11,SWAG PLATINUM 33K ,60
MEDS/DAILY CARE,,6.55708E+11,MOTRIN 25 CT,10
SMOKE SUPPLIES,,8.16352E+11,PEAR HOOKAH HK109,11.5
,,7.16165E+11,RAW CLASSIC CONE EMPERADOR,29.5
SMOKE SUPPLIES,ASHTRAY,GLOW LED TRAY,GLOW LED TRAY,14
MEDS/DAILY CARE,PILLS,6.55708E+11,NYQUIL HANGING 12PK,15
SMOKE SUPPLIES,PIPES,8.12371E+11,TROY GLASS CHILLUM 45PC,49.5
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW CLAS KING SLIM+PREROLL TIP,29
SUPPLEMENTS,,7.18122E+11,RHINO 7 250K 24CT,50
SMOKE SUPPLIES,PIPES,4INSPOON.DN400,"4"" ASSORTED PIPES 32CT JAR",75
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW CLASSIC 1 1/4 500'S 20CT,62
SMOKE SUPPLIES,,E58194,12 CURTAIN LANTERN,12
SMOKE SUPPLIES,PIPES,#4 GLASS PIPE,#4 GLASS PIPE,35
,,ZIGK,ZIGZAG KING SIZE 24 CT.,37
,,4.58793E+11,GUMMIES FLAVORS ASSORTED,7
FOOD & BEVERAGE,FOOD,038200061248,PICKLE IN POUCH JUMBO SOUR,7.75
ELECTRONICS & ACCESSORIES,,7.99666E+11,WIRELESS HEADPHONES 800,9.5
SMOKE SUPPLIES,PIPES,3INCHINADOT.DN377J,"3"" HEAVYPIPE 36CT JAR",75
SMOKE SUPPLIES,MACHINES,7.16165E+11,RAW ADJUST HEMPROLLER110M 12CT,19.5
,,CONTACT LENS DISPLAY ,CONTACT LENS DISPLAY 80CT,425
ELECTRONICS & ACCESSORIES,,1.08129E+13,TYPE C TO TYPE C CABLE 1CT,4.75
,,074300005393,BENGAY GREASELESS,4
LIQUOR SUPPLIES,,8.71256E+12,VASELINE 200ML,1.75
,,FLOWER1,FLOWER 1 GRAM JAR,3.5
,,FACE MASK SINGLE PACK,KN95 FACE MASK SINGLE PACK,3.5
CBD,CARTRIDGES,8.10102E+11,SKY HIGH THC-O VAPE 2.2G,75
,,7.28795E+11,BUSSINESS PILLS,65
CBD,CARTRIDGES,7.83971E+11,FLYING MONKEY HEAVY HITTER 2G,139
SMOKE SUPPLIES,,6.52369E+11,EAGLE TORCH LIGHTER 12 CT,21
PLASTIC/PAPER GOODS,,1OZTOP,1 OZ TOP,0
,,8.56073E+11,PLATINUM PLS RHINO 100000 24CT,55
,,GGJ12Y,2 1 LIGHT JAR GRINDER YELLOW,16.25
,,RNC10B,NECTAR GLASS 10MM BLACK ICE,10.5
,,RNC14G,NECTAR GLASS 14 MM GOLD,13.5
SMOKE SUPPLIES,LIGHTERS,8.11491E+11,SPECIALBLUE BLACKPANTHER TORCH,4.5
CBD,CARTRIDGES,8.50029E+11,MOONBUZZ D10 PREROLL,48
SMOKE SUPPLIES,,FIDGET SPINNER NINJA,SPINNER NINJA ,5
SUPPLEMENTS,,3.70005E+11,COBRA GREEN 74K 24CT,65
ELECTRONICS & ACCESSORIES,,CELLTEK,CELLTEK COUNTER DISPLAY 116CT,225
FOOD & BEVERAGE,,1.00166E+13,ROSES LIME JUICE PET 12/1LT,47
SMOKE SUPPLIES,LIGHTERS,7.0767E+11,TECHNO TORCH FLIP,27
,,FCCLD,CERAMIC CIG LARGE 100CT,0.65
SMOKE SUPPLIES,,GTCL,TUBECUT STRONG BOX 100'S,18
SUPPLEMENTS,,7.04847E+11,RHINO 69 CBD SEX PILL 24CT,60
FOOD & BEVERAGE,FOOD,00041594258439,PEANUT PATCH 32OZ CUPS 500CT,60
PLASTIC/PAPER GOODS,,RE32,FOOD CONTAINER RE-32,22.25
FOOD & BEVERAGE,FOOD,070842002692,BEER NUTS ORIGINAL BAR MIX ,14
SMOKE SUPPLIES,LIGHTERS,1.08556E+13,CUE DISPO LIGHTER 50CT,5
SMOKE SUPPLIES,,081635220407,CHARCOAL FOIL,4.5
,,7.16165E+11,RAW CLAS 1 1/4 SLIM+PREROL TIP,32.5
SMOKE SUPPLIES,,ZIPPO LIGHTERS,ZIPPO LIGHTERS,0
ELECTRONICS & ACCESSORIES,,9.97765E+12,WIRELESS HEADSET W/BLUETOOTH,6
AUTOMOTIVE,,024291141273,PENZ JUMPER CABLE 16GAUGE 12FT,8.5
,,8.50029E+11,MOON BUZZ D10 PURPLE URKLE,48
SMOKE SUPPLIES,PIPES,FWSP104,BEAKER SILICONE WATER PIPE,13.99
,,FWSP101,DOUBLE SILICONE WATER PIPE 8,10.5
SMOKE SUPPLIES,MACHINES,7.84763E+11,ZIG ZAG 100MM ROLLER 12CT,28.5
SMOKE SUPPLIES,PIPES,FP504,"5.5"" COLOR TUBING EYE PIPE",5.99
,,FP217,2.5 PIPE WITH RASTA LINE,1.6
SMOKE SUPPLIES,,088169000253,GRINDER 25,3.75
SMOKE SUPPLIES,,081635991055,FUJIMA TOBACCO PIPE FP105,4.5
,,7.16165E+11,RAW ORGANIC CONE 11/4 SIZE,67
MEDS/DAILY CARE,,3.00811E+11,NEOSPORIN0.50OZ,4.5
SMOKE SUPPLIES,LIGHTERS,8.53195E+11,5 FLAGS ELECTRONIC LED LIG50CT,20
SUPPLEMENTS,,6.55708E+11,PEPCID 20 COUNT,9.5
SMOKE SUPPLIES,LIGHTERS,070330624535,BIC GRIPPERS 25CT,34.5
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP CHERRY 25CT,18
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP CHERRY CONE,18
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP CONE BANANA,18
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP GRAPE 25CT,18
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP HYDRO LEMONADE 25CT,18
SMOKE SUPPLIES,,081635128017,SILICONE SMOKING RINGS,20
,,8.04552E+11,SRI SAI MARIJUANA,8.5
,,6.54367E+12,SRI SAI RASTA,8.5
SMOKE SUPPLIES,BUTANE,3.00379E+13,RONSON MULTI-FILL 12CT 5.82OZ,32.5
FOOD & BEVERAGE,,BANG LEMON DROP TEA ,BANG LEMON DROP TEA 12CT,20
,,COLORS STANDARD CAR CHARG,COLORS STANDARD CAR CHARGER,1.75
,,6.55708E+11,BENADRYL LOOSE 12PK ,8
FOOD & BEVERAGE,,7.14573E+11,SALUCITA LEMON LIME RIMM SALT,1.75
,,FACE MASK 10CT,FACE MASK 5CT,9.6
LIQUOR SUPPLIES,,8.5457E+11,VALUE KEY CORKSCREW JAR,18
,,7.04847E+11,JACK RABBIT CBD SEX PILL 24CT,60
,,8.5457E+11,VALUE KEY CUP12OZ,42
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,051497011642,BLAZY SUSAN 1 1/4 PAPER,30.5
SMOKE SUPPLIES,,081635001105,FUJIMA MINI CORN COB PIPES,12
ELECTRONICS & ACCESSORIES,,8.53195E+11,EAGAL TORCH GUN METAL LIG 12CT,29
AUTOMOTIVE,,1.00748E+13,BLUE DEF DIESAL ,12.75
SMOKE SUPPLIES,,8.11491E+11,DISPENSER BLUE SKULL & SNAKE,25.5
SMOKE SUPPLIES,PIPES,CIGARATTE,BIG METAL CIGARETTE RJ-9 20CT,7.5
SUPPLEMENTS,,7.99745E+11,RED PANAX GINSENG EXTRACT 30CT,7.5
SMOKE SUPPLIES,,G4C,63MM 4 PART COLOR GRINDER,5.75
,,GGJ12W,2 1 LIGHT JAR GRINDER WHITE,16.25
FOOD & BEVERAGE,ENERGY DRINK,018355202420,ULTRA ENERGY NOW 24PK,6.5
SMOKE SUPPLIES,,6.94516E+12,MK JET RUBBER FINISH LIGHTER ,19.5
ELECTRONICS & ACCESSORIES,,081635800159,USB ELEC LIGHTER FUJIMA 15CT,45
SMOKE SUPPLIES,,7.0767E+11,TECHNO TORCH 12CT DISPLAY ,30
SMOKE SUPPLIES,PIPES,GBSM02,GLASS BUBBLER MINI ASST MIX,3.5
FOOD & BEVERAGE,,075496002005,ANGOSTURA 6.7FL OZ,13.5
SMOKE SUPPLIES,MISC,051497221775,BLAZY SUSAN 45MM DAB JAR 24CT,37.5
,,6.52369E+11,GRINDER GR090-52AB,6.5
WRAPS/FILTERS/HEMP/CONES,,7.1734E+11,CAKE HXC/LIVE RESEN,90
,,FACIAL TISSUE ROLLS ,FACIAL TISSUE ROLLS ,40
SMOKE SUPPLIES,LIGHTERS,8.53195E+11,EXTENDED ELECTRONIC LIGHTER ,21
AUTOMOTIVE,,3.00762E+13,LITTLE TREES NEW CAR SCENT,15.75
LIQUOR SUPPLIES,,8.95213E+11,COCKTAIL GLASSES 6CT 12PCS,1.25
SMOKE SUPPLIES,,081635010008,DBL SIDED ASST 100MM CIG CASE ,24
,,ZIPPO32,ZIPPO LIGHTER,17.5
FOOD & BEVERAGE,FOOD,038200061217,PICKLE IN POUCH JUMBO DILL,7.75
,,MICHELADA BANDERILLA 32 C,MICHELADA BANDERILLA 32 CUPS,32
FOOD & BEVERAGE,SODA,JARRITO,JARRITO 16 OZ/24CT,25
CBD,CARTRIDGES,6.08012E+11,FLYING MONKEY LIVE RESIN 2GRAM,139
,,ICE58103-5,6 ICE BEAKER-BOB,6.5
SMOKE SUPPLIES,PIPES,SPARKPLUG,SPARK PLUG RJ-5,1.8
SMOKE SUPPLIES,PIPES,FANCYPIPE,FANCY PIPE 3 BALL RJ-6,2
,,FIDGET SPINNER 2,FIDGET SPINNER 2,2.75
SMOKE SUPPLIES,LIGHTERS,8.11906E+11,BERNIE METAL TORCH,19.5
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,2174,ZIGZAG ORGANIC KINGSLIM,25.5
MEDS/DAILY CARE,,7.56546E+11,FACE MASK 50CT,5
SMOKE SUPPLIES,MISC,081635000122,FUJIMA METALLIC CIG CASE 100'S,16
LIQUOR SUPPLIES,,6.7698E+11,CHAMPAGNE FLUTE GLASS,1.5
SMOKE SUPPLIES,ASHTRAY,MJ9,SPITTOON SPIT BUD 9CT,96
WRAPS/FILTERS/HEMP/CONES,,1.085E+13,KING PALM 2PK MINI MAGIC MINT ,31.5
,,6.86751E+11,GO RHINO PLATINUM 50K,50
AUTOMOTIVE,,1.00712E+13,STP WATER REMOVER 12CT,21
,,DOOBIE IGM DISPLAY 24CT,DOOBIE IGM DISPLAY 24CT,48
SMOKE SUPPLIES,BUTANE,6.94579E+12,NEON LIG BUTAN 5X 300ML 12CT,18
PLASTIC/PAPER GOODS,,THERMAL 2 9/32 PAPER,2 9/32 x 400 THERMAL RLS,25
MEDS/DAILY CARE,,6.55708E+11,LIFESTYLES LOOSE CONDOMS,10
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,051497221782,BLAZY SUSAN 53MM CONES,9.5
,,T-SHIRT 2XL ROUND BLACK,T-SHIRT 2XL ROUND NECK BLACK,2.35
SMOKE SUPPLIES,,081635150155,FUJIMA HOOKAH CHARCOAL,6
CBD,CANDY,CBD CANDY BUDZ FLAVORS,CBD CANDY BUDZ FLAVORS 150MG,13
,,8.50005E+11,RANDY'S BLACK LABEL CLEANER,4.5
,,8.50029E+11,MOON BUZZ D10 PACE MAKER,48
SMOKE SUPPLIES,,7.56546E+11,DICE MINI,4.5
SMOKE SUPPLIES,LIGHTERS,3.08613E+12,BIC LIGHTER BIG 50PK ,47
FOOD & BEVERAGE,,090478007076,MINERAGUA 17.7OZ,24.25
LIQUOR SUPPLIES,,6.5944E+11,SALUCITA MICHELADA BEERSALT 24,23
FOOD & BEVERAGE,,6.32565E+11,FIJI WATER 11.5 FL 36CT,32.5
AUTOMOTIVE,,1.00712E+13,STP GAS TREATMENT,24
MEDS/DAILY CARE,,6.55708E+11,ADVIL SINUS CONGESTION 25CT,9.5
MEDS/DAILY CARE,,6.58331E+11,ADVIL LOOSE 12PK ,8.25
,,8.50029E+11,MOON BUZZ D10 ARBIAN GOLD,48
WRAPS/FILTERS/HEMP/CONES,,6.9351E+12,TOBACCO POP CAN GRINDER GR097,8
SMOKE SUPPLIES,,7.19499E+11,HIGH HEMP  PAPER 25CT 11/4,22.5
ELECTRONICS & ACCESSORIES,,WAR-100,WARNER DISPLAY 100 PC,175
LIQUOR SUPPLIES,,081635010909,FUJIMA 8CT METAL FLASK,28
SMOKE SUPPLIES,,BRASS KNUCKLES900MAH,BRASS KNUCKLES900MAH,4.75
SMOKE SUPPLIES,,6.52369E+11,GRINDER 150-152 GOLD 4 PART,6
,,T-SHIRT 2XL V-NECK BLACK,T-SHIRT 2XL V-NECK BLACK,2.35
,,8.50029E+11,MOON BUZZ D10 BLACK JACK KUSH,48
SMOKE SUPPLIES,LIGHTERS,7.0767E+11,TECHNO DUAL FLAME TORCH,45
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW ORG PAPER 1 1/2 25CT RW7 ,25
MEDS/DAILY CARE,,6.36227E+11,GOOD CHANGE NAIL CLIPPER 12CT,11.5
SMOKE SUPPLIES,,7.16165E+11,ELEMENTS 79MM ROLLERS 12CT,18
LIQUOR SUPPLIES,,018505900633,BOTTLE OPENER 72CT,17.53
SMOKE SUPPLIES,MACHINES,7.84763E+11,ZIG ZAG 78MM ROLLER 12CT,28.5
CBD,CARTRIDGES,8.10102E+11,SKY HIGH KNOCKOUT 3.5 GRAM,165
SMOKE SUPPLIES,,80674767,ARIEL WITH DOWNEY 1KG 18CT,37
,,8.52663E+11,LIBIGROW PLATINUM 100K LIQUID,35
,,ZIPPO37,ZIPPO LIGHTER,20
SMOKE SUPPLIES,POUCHES,081635236408,FUJIMA  PU LEATHER CIG PACK,34
,,CKYCHRG,COOKIES C,3.75
,,8.11491E+11,SPECIAL BLUE 70S BERNIE,18.5
SMOKE SUPPLIES,,WP101,GRN PORC LEAF WATER PIPE MUG,10.25
SMOKE SUPPLIES,,081635001204,BIG CORN  COB WOODEN PIPE,24
SMOKE SUPPLIES,ESSENCE,081635111149,SMOKE RE-FRESHNER 12CT,20
SMOKE SUPPLIES,,087860098224,"BLUNTEEFFECTS 19"" DISPLAY 24PK",85
ELECTRONICS & ACCESSORIES,,7.31123E+11,SC HOME USB CHR JAR 24CT,18
MEDS/DAILY CARE,MISC,037000349662,ALWAYS ULTRA THIN 10 CT,3.25
CBD,CANDY,CBD BLUE RASPBERRY STICKS,CBD BLUE RASPBERRY STICKS,54
CBD,CANDY,CBD PEACH STICKS,CBD PEACH STICKS,54
FOOD & BEVERAGE,,8.78631E+11,MEGA FLECHAZOS TAMARIND CANDY,15
ELECTRONICS & ACCESSORIES,,6.28004E+11,HEADPHONE WITH MIC 12CT,15
FOOD & BEVERAGE,,SQUIRT,SQUIRT 20Z 24CT,22
MEDS/DAILY CARE,,3.239E+11,DAYQUIL COLD & FLU BOTTLE 12OZ,9
FOOD & BEVERAGE,SODA,049000078725,SPRITE LEMONADE 20OZ24CT,29.5
SMOKE SUPPLIES,,7.16165E+11,RAW CLSC KING SLIM 200'S 40CT,89
PLASTIC/PAPER GOODS,,7.16165E+11,RAW CLASSIC SINGLE WIDE ,23
SMOKE SUPPLIES,,123,TECHNO TORCH GIFT BOX,13
,,D0F1,3 FANCY ACRYLIC WOOD DOUGOUT,2
,,ENERGY DRINK,ENERGY DRINK 8.4 OZ,34
FOOD & BEVERAGE,,7.12199E+11,ACIRRICO CHILILEMON SALT 1.16Z,6.75
,,ZIPPO33,ZIPPO LIGHTER,18
MEDS/DAILY CARE,,6.91324E+12,VAPOR INHALER 12CT,7
SMOKE SUPPLIES,,8.50029E+11,MOON BUZZ D8 GREEN CRACK 12CT,45
SMOKE SUPPLIES,,8.50029E+11,MOON BUZZ D8 JUNGLATO 12CT,45
SMOKE SUPPLIES,,081635107104,FUJIMA WINE STOPPER ,12
,,ZIPPO34,ZIPPO LIGHTER,18.5
SMOKE SUPPLIES,BUTANE,4.01466E+12,LUCIENNE LIGHTER FLUID 4.5OZ ,1.75
PLASTIC/PAPER GOODS,,041594140383,FOAM CUPS 160Z 20CT 12PCS,1.5
MEDS/DAILY CARE,,047400664685,GILLETTE GEL,3.25
,,FP214,PIPE 2.5 PIPE,1.65
,,SUNGLSS DISPLY,SUNGLASS DISPLY,475
SMOKE SUPPLIES,PIPES,RJ3,4 PART MIX GRINDER 60MM,3.25
SUPPLEMENTS,,8.37654E+11,HARDTIMES 24CT,45
,,6.55708E+11,MIDOL COMPLETE 25CT ,14.5
MEDS/DAILY CARE,,3.0149E+11,PEPTO BISMOL 8OZ FL BOTTL,6.5
MEDS/DAILY CARE,,067742399991,INHALADOR NATURAL 12CT,6.6
PLASTIC/PAPER GOODS,,6.16349E+11,OCB ORGANIC HEMP SLIM KING2IN1,32
SMOKE SUPPLIES,PIPES,DOUBLECUTPIPE,DOUBLE CUT PIPE RJ-6,2.2
SMOKE SUPPLIES,PIPES,LAKHPIPE,LAKH PIPE RJ-5,2.6
LIQUOR SUPPLIES,,7.20619E+11,WINE TOOL KIT,14
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW BAMBOO KING SIZE,31
SMOKE SUPPLIES,,081635160192,MINI HOOKAH 4PC HK19,18
SMOKE SUPPLIES,,081635991024,FUJIMA TOBACCO PIPE FP102,4.5
SMOKE SUPPLIES,,081635202700,MINI HOOKAH WITH LIGHT 9P HK27,48
SMOKE SUPPLIES,,081635991215,FUJIMA TOBACCO PIPE FP121,6.5
,,RAW SUPERNATURAL,RAW SUPERNATURAL PRE ROLL 15CT,33
MEDS/DAILY CARE,,SUNGLASS,SUN GLASSES 300CT,2
PLASTIC/PAPER GOODS,,VK SANDWICH & ZIPLOCK BAG,VK SANDWICH & ZIPLOCK BAGS,0.9
SMOKE SUPPLIES,MISC,013964343120,HI VOLT DETOX 16OZ LEMON LIME,0
SMOKE SUPPLIES,PIPES,TORCHPIPE,TORCH PIPE RJ-7,2.5
FOOD & BEVERAGE,,7.1941E+11,5-HOUR ENERGY CITRUS LIME,21.25
FOOD & BEVERAGE,,7.1941E+11,5-HOUR ENERGY PEACH TEA ,21.25
FOOD & BEVERAGE,,7.19411E+11,5-HOUR EXTRA APPLE PIE,23.25
,,ZIPPO28,ZIPPO LIGHTER,15.5
CBD,CARTRIDGES,7.1734E+11,CAKE CAMO,77
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0110854029008403,KING PALM MINI 5PK 15CT,39.5
,,ZIPPO46,ZIPPO LIGHTER,24.5
,,7.56546E+11,NAIL CLIPPER SOUVENIR 12CT,9.5
ELECTRONICS & ACCESSORIES,,077170260596,GAMBLER KINGSIZE CIG MACHINE ,25
,,8.5457E+11,VALUE KEY ZIP 2 GAL.12 PC,1
,,8.94945E+11,SHARGIOGREEN CIG TUBE 200 KING,9
,,CBJ9,FISH CHILLUM 50-PCS JAR,99
SMOKE SUPPLIES,,7.0767E+11,TECHNO BACKWOOD JUMBO 18CT,32.5
MEDS/DAILY CARE,DENTAL,8.88805E+12,COLGATE TRAVELL KIT,1.49
SMOKE SUPPLIES,,8.11491E+11,DISPENSER ORANGE WITH METAL HE,26
,,ZIPPO36,ZIPPO LIGHTER,19.5
FOOD & BEVERAGE,,079581995210,CALYPSO PARADISE PUNCH 16OZ,19.5
SMOKE SUPPLIES,PIPES,8.12371E+11,TROY BIG GLASS PIPES 32PC 4IN,75
MEDS/DAILY CARE,,3.00451E+11,MOTRIN LIQUID,6.25
MEDS/DAILY CARE,,8.15556E+11,ALKA SELTZER 40 CT,9.5
SMOKE SUPPLIES,LIGHTERS,G158,TORCH FLAME RUBBERIZE LIGHTER,24
,,6.58331E+11,VISINE 15ML,3.75
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW BAMBOO 1 1/14,33
WRAPS/FILTERS/HEMP/CONES,,7.55908E+11,C4 CONE 6PK 1 1/4 32PK,35
FOOD & BEVERAGE,FOOD,1.08989E+13,TOXIC WASTE SLIME LICKER12CT,22
LIQUOR SUPPLIES,,1000CT 4PK RING,1000CT 4PK RING,39
SMOKE SUPPLIES,ESSENCE,INCENSEHOLDERSHORT,INCENSE HOLDER SHORT,9
SMOKE SUPPLIES,PIPES,SPRINGPIPE,SPRING PIPE RJ-6,0.5
MEDS/DAILY CARE,,8.15556E+11,ADVIL LIQUI-GELS 25CT,10.5
,,429,BANG RADICAL SKADATTLE,20
SMOKE SUPPLIES,,IHT3,RASTA WORK INSIDE OUT ONE HIT ,1.5
SMOKE SUPPLIES,ESSENCE,HEM,HEM INCENSE PACKS - ALL,2.5
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM ME018 3PARTS,2.85
MEDS/DAILY CARE,,3.12546E+11,HALLS ICE PEPPERMINT 20CT,22.5
SMOKE SUPPLIES,BUTANE,6.10466E+11,NEWPORT ZERO BUTANE 12CT,45
ELECTRONICS & ACCESSORIES,,7.84762E+11,ZIG ZAG CIG MACHINE 100S,43
PLASTIC/PAPER GOODS,,1OZ,1 OZ JAR,0
ELECTRONICS & ACCESSORIES,,PHONE CHARGER DISPLAY 100,DUAL CHARGER DISPLAY 100CT,120
,,6.76308E+11,MYSTIC LABS D-8 BLUE RASPBERRY,21
SMOKE SUPPLIES,,081635992021,FUJIMA TOBACCO WOOD PIPE FP202,7.5
,,ZIPPO35,ZIPPO LIGHTER,19
ELECTRONICS & ACCESSORIES,,DVD,ADULT DVD,2.25
,,GW THANK YOU BOTTLE BAG,GW THANK YOU BOTTLE BAG,0
,,8.19436E+11,CHILLUM WHITE RHINO  SR 49,130
SMOKE SUPPLIES,,8.90423E+12,SATYA FOR YOU INCENSE,9.5
SUPPLEMENTS,,6.07376E+11,BURRO IN PRIMAVERA 30K,65
,,FP221,GLASS SWIRL PIPE,1.35
ELECTRONICS & ACCESSORIES,,WAR-114,WARNER DISPLAY 114PC,222
,,FP302,FRIT COLOR 3 BEATS PIPE 3,2.25
SMOKE SUPPLIES,,6972,"3"" WHITECHILLUM WITH MARBLE5PK",10
,,ZIPPO96CT,ZIPPO 96 CT DISPLAY,1950
PLASTIC/PAPER GOODS,,RE24,FOOD CONTAINER RE-24,17.75
WRAPS/FILTERS/HEMP/CONES,,6.80474E+11,24K SHINE WHT GOLD PAPER 1 1/4,12
CBD,,7.61856E+11,FLOWER 3.5 GRAM JAR,9.75
CBD,,7.61856E+11,FLOWER 7 GRAM JAR,15
,,FWH003,TWISTED RECYLCER BUBBLER,12
